"","well","time","value","microbe","treatment"
"4288","B11","60:28:38",0.09,"ec124","treatment"
"4289","B11","60:43:38",0.09,"ec124","treatment"
"4290","B11","60:58:38",0.09,"ec124","treatment"
"4291","B11","61:13:38",0.09,"ec124","treatment"
"4292","B11","61:28:38",0.09,"ec124","treatment"
"4293","B11","61:43:38",0.09,"ec124","treatment"
"4294","B11","61:58:38",0.09,"ec124","treatment"
"4295","B11","62:13:38",0.09,"ec124","treatment"
"4296","B11","62:28:38",0.09,"ec124","treatment"
"4297","B11","62:43:38",0.09,"ec124","treatment"
"4298","B11","62:58:38",0.09,"ec124","treatment"
"4299","B11","63:13:38",0.09,"ec124","treatment"
"4300","B11","63:28:38",0.09,"ec124","treatment"
"4301","B11","63:43:38",0.09,"ec124","treatment"
"4302","B11","63:58:38",0.09,"ec124","treatment"
"4303","B11","64:13:38",0.09,"ec124","treatment"
"4304","B11","64:28:38",0.09,"ec124","treatment"
"4305","B11","64:43:38",0.09,"ec124","treatment"
"4306","B11","64:58:38",0.09,"ec124","treatment"
"4307","B11","65:13:38",0.09,"ec124","treatment"
"4308","B11","65:28:38",0.09,"ec124","treatment"
"4309","B11","65:43:38",0.09,"ec124","treatment"
"4310","B11","65:58:38",0.09,"ec124","treatment"
"4311","B11","66:13:38",0.09,"ec124","treatment"
"4312","B11","66:28:38",0.09,"ec124","treatment"
"4313","B11","66:43:38",0.09,"ec124","treatment"
"4314","B11","66:58:38",0.09,"ec124","treatment"
"4315","B11","67:13:38",0.09,"ec124","treatment"
"4316","B11","67:28:38",0.09,"ec124","treatment"
"4317","B11","67:43:38",0.09,"ec124","treatment"
"4318","B11","67:58:38",0.091,"ec124","treatment"
"4319","B11","68:13:38",0.091,"ec124","treatment"
"4320","B11","68:28:38",0.09,"ec124","treatment"
"4321","B11","68:43:38",0.09,"ec124","treatment"
"4322","B11","68:58:38",0.09,"ec124","treatment"
"4323","B11","69:13:38",0.09,"ec124","treatment"
"4324","B11","69:28:38",0.09,"ec124","treatment"
"4325","B11","69:43:38",0.09,"ec124","treatment"
"4326","B11","69:58:38",0.09,"ec124","treatment"
"4327","B11","70:13:38",0.09,"ec124","treatment"
"4328","B11","70:28:38",0.09,"ec124","treatment"
"4329","B11","70:43:38",0.09,"ec124","treatment"
"4330","B11","70:58:38",0.09,"ec124","treatment"
"4331","B11","71:13:38",0.09,"ec124","treatment"
"4332","B11","71:28:38",0.09,"ec124","treatment"
"4333","B11","71:43:38",0.09,"ec124","treatment"
"4334","B11","71:58:38",0.09,"ec124","treatment"
"4335","B11","72:13:38",0.09,"ec124","treatment"
"4336","B12","0:13:38",0.088,"11-228","treatment"
"4337","B12","0:28:38",0.088,"11-228","treatment"
"4338","B12","0:43:38",0.088,"11-228","treatment"
"4339","B12","0:58:38",0.088,"11-228","treatment"
"4340","B12","1:13:38",0.088,"11-228","treatment"
"4341","B12","1:28:38",0.088,"11-228","treatment"
"4342","B12","1:43:38",0.088,"11-228","treatment"
"4343","B12","1:58:38",0.088,"11-228","treatment"
"4344","B12","2:13:38",0.088,"11-228","treatment"
"4345","B12","2:28:38",0.088,"11-228","treatment"
"4346","B12","2:43:38",0.088,"11-228","treatment"
"4347","B12","2:58:38",0.089,"11-228","treatment"
"4348","B12","3:13:38",0.088,"11-228","treatment"
"4349","B12","3:28:38",0.088,"11-228","treatment"
"4350","B12","3:43:38",0.088,"11-228","treatment"
"4351","B12","3:58:38",0.088,"11-228","treatment"
"4352","B12","4:13:38",0.088,"11-228","treatment"
"4353","B12","4:28:38",0.088,"11-228","treatment"
"4354","B12","4:43:38",0.088,"11-228","treatment"
"4355","B12","4:58:38",0.089,"11-228","treatment"
"4356","B12","5:13:38",0.089,"11-228","treatment"
"4357","B12","5:28:38",0.089,"11-228","treatment"
"4358","B12","5:43:38",0.089,"11-228","treatment"
"4359","B12","5:58:38",0.089,"11-228","treatment"
"4360","B12","6:13:38",0.089,"11-228","treatment"
"4361","B12","6:28:38",0.089,"11-228","treatment"
"4362","B12","6:43:38",0.089,"11-228","treatment"
"4363","B12","6:58:38",0.089,"11-228","treatment"
"4364","B12","7:13:38",0.088,"11-228","treatment"
"4365","B12","7:28:38",0.089,"11-228","treatment"
"4366","B12","7:43:38",0.089,"11-228","treatment"
"4367","B12","7:58:38",0.089,"11-228","treatment"
"4368","B12","8:13:38",0.089,"11-228","treatment"
"4369","B12","8:28:38",0.089,"11-228","treatment"
"4370","B12","8:43:38",0.089,"11-228","treatment"
"4371","B12","8:58:38",0.089,"11-228","treatment"
"4372","B12","9:13:38",0.089,"11-228","treatment"
"4373","B12","9:28:38",0.089,"11-228","treatment"
"4374","B12","9:43:38",0.089,"11-228","treatment"
"4375","B12","9:58:38",0.089,"11-228","treatment"
"4376","B12","10:13:38",0.089,"11-228","treatment"
"4377","B12","10:28:38",0.089,"11-228","treatment"
"4378","B12","10:43:38",0.089,"11-228","treatment"
"4379","B12","10:58:38",0.089,"11-228","treatment"
"4380","B12","11:13:38",0.089,"11-228","treatment"
"4381","B12","11:28:38",0.089,"11-228","treatment"
"4382","B12","11:43:38",0.089,"11-228","treatment"
"4383","B12","11:58:38",0.089,"11-228","treatment"
"4384","B12","12:13:38",0.089,"11-228","treatment"
"4385","B12","12:28:38",0.089,"11-228","treatment"
"4386","B12","12:43:38",0.089,"11-228","treatment"
"4387","B12","12:58:38",0.089,"11-228","treatment"
"4388","B12","13:13:38",0.089,"11-228","treatment"
"4389","B12","13:28:38",0.089,"11-228","treatment"
"4390","B12","13:43:38",0.089,"11-228","treatment"
"4391","B12","13:58:38",0.089,"11-228","treatment"
"4392","B12","14:13:38",0.089,"11-228","treatment"
"4393","B12","14:28:38",0.089,"11-228","treatment"
"4394","B12","14:43:38",0.089,"11-228","treatment"
"4395","B12","14:58:38",0.089,"11-228","treatment"
"4396","B12","15:13:38",0.089,"11-228","treatment"
"4397","B12","15:28:38",0.089,"11-228","treatment"
"4398","B12","15:43:38",0.089,"11-228","treatment"
"4399","B12","15:58:38",0.089,"11-228","treatment"
"4400","B12","16:13:38",0.089,"11-228","treatment"
"4401","B12","16:28:38",0.089,"11-228","treatment"
"4402","B12","16:43:38",0.089,"11-228","treatment"
"4403","B12","16:58:38",0.089,"11-228","treatment"
"4404","B12","17:13:38",0.089,"11-228","treatment"
"4405","B12","17:28:38",0.089,"11-228","treatment"
"4406","B12","17:43:38",0.089,"11-228","treatment"
"4407","B12","17:58:38",0.089,"11-228","treatment"
"4408","B12","18:13:38",0.089,"11-228","treatment"
"4409","B12","18:28:38",0.089,"11-228","treatment"
"4410","B12","18:43:38",0.089,"11-228","treatment"
"4411","B12","18:58:38",0.089,"11-228","treatment"
"4412","B12","19:13:38",0.089,"11-228","treatment"
"4413","B12","19:28:38",0.089,"11-228","treatment"
"4414","B12","19:43:38",0.089,"11-228","treatment"
"4415","B12","19:58:38",0.089,"11-228","treatment"
"4416","B12","20:13:38",0.089,"11-228","treatment"
"4417","B12","20:28:38",0.089,"11-228","treatment"
"4418","B12","20:43:38",0.089,"11-228","treatment"
"4419","B12","20:58:38",0.089,"11-228","treatment"
"4420","B12","21:13:38",0.089,"11-228","treatment"
"4421","B12","21:28:38",0.089,"11-228","treatment"
"4422","B12","21:43:38",0.089,"11-228","treatment"
"4423","B12","21:58:38",0.089,"11-228","treatment"
"4424","B12","22:13:38",0.089,"11-228","treatment"
"4425","B12","22:28:38",0.089,"11-228","treatment"
"4426","B12","22:43:38",0.089,"11-228","treatment"
"4427","B12","22:58:38",0.089,"11-228","treatment"
"4428","B12","23:13:38",0.089,"11-228","treatment"
"4429","B12","23:28:38",0.089,"11-228","treatment"
"4430","B12","23:43:38",0.089,"11-228","treatment"
"4431","B12","23:58:38",0.089,"11-228","treatment"
"4432","B12","24:13:38",0.09,"11-228","treatment"
"4433","B12","24:28:38",0.09,"11-228","treatment"
"4434","B12","24:43:38",0.089,"11-228","treatment"
"4435","B12","24:58:38",0.089,"11-228","treatment"
"4436","B12","25:13:38",0.089,"11-228","treatment"
"4437","B12","25:28:38",0.089,"11-228","treatment"
"4438","B12","25:43:38",0.089,"11-228","treatment"
"4439","B12","25:58:38",0.09,"11-228","treatment"
"4440","B12","26:13:38",0.09,"11-228","treatment"
"4441","B12","26:28:38",0.09,"11-228","treatment"
"4442","B12","26:43:38",0.09,"11-228","treatment"
"4443","B12","26:58:38",0.089,"11-228","treatment"
"4444","B12","27:13:38",0.09,"11-228","treatment"
"4445","B12","27:28:38",0.09,"11-228","treatment"
"4446","B12","27:43:38",0.09,"11-228","treatment"
"4447","B12","27:58:38",0.09,"11-228","treatment"
"4448","B12","28:13:38",0.09,"11-228","treatment"
"4449","B12","28:28:38",0.09,"11-228","treatment"
"4450","B12","28:43:38",0.09,"11-228","treatment"
"4451","B12","28:58:38",0.09,"11-228","treatment"
"4452","B12","29:13:38",0.09,"11-228","treatment"
"4453","B12","29:28:38",0.09,"11-228","treatment"
"4454","B12","29:43:38",0.09,"11-228","treatment"
"4455","B12","29:58:38",0.09,"11-228","treatment"
"4456","B12","30:13:38",0.09,"11-228","treatment"
"4457","B12","30:28:38",0.09,"11-228","treatment"
"4458","B12","30:43:38",0.09,"11-228","treatment"
"4459","B12","30:58:38",0.09,"11-228","treatment"
"4460","B12","31:13:38",0.09,"11-228","treatment"
"4461","B12","31:28:38",0.09,"11-228","treatment"
"4462","B12","31:43:38",0.09,"11-228","treatment"
"4463","B12","31:58:38",0.09,"11-228","treatment"
"4464","B12","32:13:38",0.09,"11-228","treatment"
"4465","B12","32:28:38",0.089,"11-228","treatment"
"4466","B12","32:43:38",0.089,"11-228","treatment"
"4467","B12","32:58:38",0.09,"11-228","treatment"
"4468","B12","33:13:38",0.09,"11-228","treatment"
"4469","B12","33:28:38",0.09,"11-228","treatment"
"4470","B12","33:43:38",0.09,"11-228","treatment"
"4471","B12","33:58:38",0.09,"11-228","treatment"
"4472","B12","34:13:38",0.09,"11-228","treatment"
"4473","B12","34:28:38",0.09,"11-228","treatment"
"4474","B12","34:43:38",0.09,"11-228","treatment"
"4475","B12","34:58:38",0.09,"11-228","treatment"
"4476","B12","35:13:38",0.09,"11-228","treatment"
"4477","B12","35:28:38",0.09,"11-228","treatment"
"4478","B12","35:43:38",0.09,"11-228","treatment"
"4479","B12","35:58:38",0.09,"11-228","treatment"
"4480","B12","36:13:38",0.09,"11-228","treatment"
"4481","B12","36:28:38",0.09,"11-228","treatment"
"4482","B12","36:43:38",0.09,"11-228","treatment"
"4483","B12","36:58:38",0.09,"11-228","treatment"
"4484","B12","37:13:38",0.09,"11-228","treatment"
"4485","B12","37:28:38",0.09,"11-228","treatment"
"4486","B12","37:43:38",0.09,"11-228","treatment"
"4487","B12","37:58:38",0.09,"11-228","treatment"
"4488","B12","38:13:38",0.09,"11-228","treatment"
"4489","B12","38:28:38",0.09,"11-228","treatment"
"4490","B12","38:43:38",0.09,"11-228","treatment"
"4491","B12","38:58:38",0.09,"11-228","treatment"
"4492","B12","39:13:38",0.09,"11-228","treatment"
"4493","B12","39:28:38",0.09,"11-228","treatment"
"4494","B12","39:43:38",0.09,"11-228","treatment"
"4495","B12","39:58:38",0.09,"11-228","treatment"
"4496","B12","40:13:38",0.09,"11-228","treatment"
"4497","B12","40:28:38",0.09,"11-228","treatment"
"4498","B12","40:43:38",0.09,"11-228","treatment"
"4499","B12","40:58:38",0.09,"11-228","treatment"
"4500","B12","41:13:38",0.09,"11-228","treatment"
"4501","B12","41:28:38",0.091,"11-228","treatment"
"4502","B12","41:43:38",0.091,"11-228","treatment"
"4503","B12","41:58:38",0.091,"11-228","treatment"
"4504","B12","42:13:38",0.091,"11-228","treatment"
"4505","B12","42:28:38",0.091,"11-228","treatment"
"4506","B12","42:43:38",0.091,"11-228","treatment"
"4507","B12","42:58:38",0.091,"11-228","treatment"
"4508","B12","43:13:38",0.091,"11-228","treatment"
"4509","B12","43:28:38",0.091,"11-228","treatment"
"4510","B12","43:43:38",0.091,"11-228","treatment"
"4511","B12","43:58:38",0.091,"11-228","treatment"
"4512","B12","44:13:38",0.091,"11-228","treatment"
"4513","B12","44:28:38",0.091,"11-228","treatment"
"4514","B12","44:43:38",0.091,"11-228","treatment"
"4515","B12","44:58:38",0.091,"11-228","treatment"
"4516","B12","45:13:38",0.091,"11-228","treatment"
"4517","B12","45:28:38",0.091,"11-228","treatment"
"4518","B12","45:43:38",0.091,"11-228","treatment"
"4519","B12","45:58:38",0.091,"11-228","treatment"
"4520","B12","46:13:38",0.091,"11-228","treatment"
"4521","B12","46:28:38",0.091,"11-228","treatment"
"4522","B12","46:43:38",0.091,"11-228","treatment"
"4523","B12","46:58:38",0.091,"11-228","treatment"
"4524","B12","47:13:38",0.091,"11-228","treatment"
"4525","B12","47:28:38",0.091,"11-228","treatment"
"4526","B12","47:43:38",0.091,"11-228","treatment"
"4527","B12","47:58:38",0.091,"11-228","treatment"
"4528","B12","48:13:38",0.091,"11-228","treatment"
"4529","B12","48:28:38",0.091,"11-228","treatment"
"4530","B12","48:43:38",0.091,"11-228","treatment"
"4531","B12","48:58:38",0.091,"11-228","treatment"
"4532","B12","49:13:38",0.091,"11-228","treatment"
"4533","B12","49:28:38",0.091,"11-228","treatment"
"4534","B12","49:43:38",0.091,"11-228","treatment"
"4535","B12","49:58:38",0.091,"11-228","treatment"
"4536","B12","50:13:38",0.091,"11-228","treatment"
"4537","B12","50:28:38",0.091,"11-228","treatment"
"4538","B12","50:43:38",0.091,"11-228","treatment"
"4539","B12","50:58:38",0.091,"11-228","treatment"
"4540","B12","51:13:38",0.091,"11-228","treatment"
"4541","B12","51:28:38",0.092,"11-228","treatment"
"4542","B12","51:43:38",0.091,"11-228","treatment"
"4543","B12","51:58:38",0.091,"11-228","treatment"
"4544","B12","52:13:38",0.091,"11-228","treatment"
"4545","B12","52:28:38",0.091,"11-228","treatment"
"4546","B12","52:43:38",0.091,"11-228","treatment"
"4547","B12","52:58:38",0.092,"11-228","treatment"
"4548","B12","53:13:38",0.091,"11-228","treatment"
"4549","B12","53:28:38",0.092,"11-228","treatment"
"4550","B12","53:43:38",0.091,"11-228","treatment"
"4551","B12","53:58:38",0.092,"11-228","treatment"
"4552","B12","54:13:38",0.091,"11-228","treatment"
"4553","B12","54:28:38",0.092,"11-228","treatment"
"4554","B12","54:43:38",0.092,"11-228","treatment"
"4555","B12","54:58:38",0.092,"11-228","treatment"
"4556","B12","55:13:38",0.092,"11-228","treatment"
"4557","B12","55:28:38",0.092,"11-228","treatment"
"4558","B12","55:43:38",0.091,"11-228","treatment"
"4559","B12","55:58:38",0.092,"11-228","treatment"
"4560","B12","56:13:38",0.092,"11-228","treatment"
"4561","B12","56:28:38",0.092,"11-228","treatment"
"4562","B12","56:43:38",0.092,"11-228","treatment"
"4563","B12","56:58:38",0.092,"11-228","treatment"
"4564","B12","57:13:38",0.092,"11-228","treatment"
"4565","B12","57:28:38",0.092,"11-228","treatment"
"4566","B12","57:43:38",0.092,"11-228","treatment"
"4567","B12","57:58:38",0.092,"11-228","treatment"
"4568","B12","58:13:38",0.092,"11-228","treatment"
"4569","B12","58:28:38",0.092,"11-228","treatment"
"4570","B12","58:43:38",0.092,"11-228","treatment"
"4571","B12","58:58:38",0.092,"11-228","treatment"
"4572","B12","59:13:38",0.092,"11-228","treatment"
"4573","B12","59:28:38",0.092,"11-228","treatment"
"4574","B12","59:43:38",0.092,"11-228","treatment"
"4575","B12","59:58:38",0.092,"11-228","treatment"
"4576","B12","60:13:38",0.091,"11-228","treatment"
"4577","B12","60:28:38",0.091,"11-228","treatment"
"4578","B12","60:43:38",0.091,"11-228","treatment"
"4579","B12","60:58:38",0.091,"11-228","treatment"
"4580","B12","61:13:38",0.091,"11-228","treatment"
"4581","B12","61:28:38",0.091,"11-228","treatment"
"4582","B12","61:43:38",0.091,"11-228","treatment"
"4583","B12","61:58:38",0.092,"11-228","treatment"
"4584","B12","62:13:38",0.092,"11-228","treatment"
"4585","B12","62:28:38",0.092,"11-228","treatment"
"4586","B12","62:43:38",0.092,"11-228","treatment"
"4587","B12","62:58:38",0.092,"11-228","treatment"
"4588","B12","63:13:38",0.092,"11-228","treatment"
"4589","B12","63:28:38",0.092,"11-228","treatment"
"4590","B12","63:43:38",0.092,"11-228","treatment"
"4591","B12","63:58:38",0.092,"11-228","treatment"
"4592","B12","64:13:38",0.092,"11-228","treatment"
"4593","B12","64:28:38",0.092,"11-228","treatment"
"4594","B12","64:43:38",0.092,"11-228","treatment"
"4595","B12","64:58:38",0.092,"11-228","treatment"
"4596","B12","65:13:38",0.092,"11-228","treatment"
"4597","B12","65:28:38",0.092,"11-228","treatment"
"4598","B12","65:43:38",0.091,"11-228","treatment"
"4599","B12","65:58:38",0.091,"11-228","treatment"
"4600","B12","66:13:38",0.091,"11-228","treatment"
"4601","B12","66:28:38",0.092,"11-228","treatment"
"4602","B12","66:43:38",0.092,"11-228","treatment"
"4603","B12","66:58:38",0.092,"11-228","treatment"
"4604","B12","67:13:38",0.092,"11-228","treatment"
"4605","B12","67:28:38",0.092,"11-228","treatment"
"4606","B12","67:43:38",0.092,"11-228","treatment"
"4607","B12","67:58:38",0.092,"11-228","treatment"
"4608","B12","68:13:38",0.092,"11-228","treatment"
"4609","B12","68:28:38",0.092,"11-228","treatment"
"4610","B12","68:43:38",0.092,"11-228","treatment"
"4611","B12","68:58:38",0.092,"11-228","treatment"
"4612","B12","69:13:38",0.092,"11-228","treatment"
"4613","B12","69:28:38",0.092,"11-228","treatment"
"4614","B12","69:43:38",0.092,"11-228","treatment"
"4615","B12","69:58:38",0.092,"11-228","treatment"
"4616","B12","70:13:38",0.092,"11-228","treatment"
"4617","B12","70:28:38",0.092,"11-228","treatment"
"4618","B12","70:43:38",0.092,"11-228","treatment"
"4619","B12","70:58:38",0.092,"11-228","treatment"
"4620","B12","71:13:38",0.092,"11-228","treatment"
"4621","B12","71:28:38",0.092,"11-228","treatment"
"4622","B12","71:43:38",0.092,"11-228","treatment"
"4623","B12","71:58:38",0.092,"11-228","treatment"
"4624","B12","72:13:38",0.092,"11-228","treatment"
"4625","B2","0:13:38",0.086,"scc187","treatment"
"4626","B2","0:28:38",0.086,"scc187","treatment"
"4627","B2","0:43:38",0.086,"scc187","treatment"
"4628","B2","0:58:38",0.087,"scc187","treatment"
"4629","B2","1:13:38",0.087,"scc187","treatment"
"4630","B2","1:28:38",0.086,"scc187","treatment"
"4631","B2","1:43:38",0.087,"scc187","treatment"
"4632","B2","1:58:38",0.086,"scc187","treatment"
"4633","B2","2:13:38",0.087,"scc187","treatment"
"4634","B2","2:28:38",0.087,"scc187","treatment"
"4635","B2","2:43:38",0.087,"scc187","treatment"
"4636","B2","2:58:38",0.087,"scc187","treatment"
"4637","B2","3:13:38",0.087,"scc187","treatment"
"4638","B2","3:28:38",0.087,"scc187","treatment"
"4639","B2","3:43:38",0.087,"scc187","treatment"
"4640","B2","3:58:38",0.087,"scc187","treatment"
"4641","B2","4:13:38",0.087,"scc187","treatment"
"4642","B2","4:28:38",0.087,"scc187","treatment"
"4643","B2","4:43:38",0.087,"scc187","treatment"
"4644","B2","4:58:38",0.087,"scc187","treatment"
"4645","B2","5:13:38",0.087,"scc187","treatment"
"4646","B2","5:28:38",0.087,"scc187","treatment"
"4647","B2","5:43:38",0.087,"scc187","treatment"
"4648","B2","5:58:38",0.087,"scc187","treatment"
"4649","B2","6:13:38",0.087,"scc187","treatment"
"4650","B2","6:28:38",0.087,"scc187","treatment"
"4651","B2","6:43:38",0.087,"scc187","treatment"
"4652","B2","6:58:38",0.087,"scc187","treatment"
"4653","B2","7:13:38",0.087,"scc187","treatment"
"4654","B2","7:28:38",0.087,"scc187","treatment"
"4655","B2","7:43:38",0.087,"scc187","treatment"
"4656","B2","7:58:38",0.087,"scc187","treatment"
"4657","B2","8:13:38",0.087,"scc187","treatment"
"4658","B2","8:28:38",0.087,"scc187","treatment"
"4659","B2","8:43:38",0.087,"scc187","treatment"
"4660","B2","8:58:38",0.087,"scc187","treatment"
"4661","B2","9:13:38",0.087,"scc187","treatment"
"4662","B2","9:28:38",0.087,"scc187","treatment"
"4663","B2","9:43:38",0.087,"scc187","treatment"
"4664","B2","9:58:38",0.087,"scc187","treatment"
"4665","B2","10:13:38",0.087,"scc187","treatment"
"4666","B2","10:28:38",0.087,"scc187","treatment"
"4667","B2","10:43:38",0.087,"scc187","treatment"
"4668","B2","10:58:38",0.087,"scc187","treatment"
"4669","B2","11:13:38",0.087,"scc187","treatment"
"4670","B2","11:28:38",0.087,"scc187","treatment"
"4671","B2","11:43:38",0.087,"scc187","treatment"
"4672","B2","11:58:38",0.087,"scc187","treatment"
"4673","B2","12:13:38",0.087,"scc187","treatment"
"4674","B2","12:28:38",0.087,"scc187","treatment"
"4675","B2","12:43:38",0.087,"scc187","treatment"
"4676","B2","12:58:38",0.087,"scc187","treatment"
"4677","B2","13:13:38",0.087,"scc187","treatment"
"4678","B2","13:28:38",0.087,"scc187","treatment"
"4679","B2","13:43:38",0.087,"scc187","treatment"
"4680","B2","13:58:38",0.087,"scc187","treatment"
"4681","B2","14:13:38",0.087,"scc187","treatment"
"4682","B2","14:28:38",0.087,"scc187","treatment"
"4683","B2","14:43:38",0.087,"scc187","treatment"
"4684","B2","14:58:38",0.087,"scc187","treatment"
"4685","B2","15:13:38",0.087,"scc187","treatment"
"4686","B2","15:28:38",0.087,"scc187","treatment"
"4687","B2","15:43:38",0.087,"scc187","treatment"
"4688","B2","15:58:38",0.087,"scc187","treatment"
"4689","B2","16:13:38",0.087,"scc187","treatment"
"4690","B2","16:28:38",0.087,"scc187","treatment"
"4691","B2","16:43:38",0.087,"scc187","treatment"
"4692","B2","16:58:38",0.087,"scc187","treatment"
"4693","B2","17:13:38",0.087,"scc187","treatment"
"4694","B2","17:28:38",0.087,"scc187","treatment"
"4695","B2","17:43:38",0.087,"scc187","treatment"
"4696","B2","17:58:38",0.087,"scc187","treatment"
"4697","B2","18:13:38",0.087,"scc187","treatment"
"4698","B2","18:28:38",0.087,"scc187","treatment"
"4699","B2","18:43:38",0.087,"scc187","treatment"
"4700","B2","18:58:38",0.087,"scc187","treatment"
"4701","B2","19:13:38",0.087,"scc187","treatment"
"4702","B2","19:28:38",0.087,"scc187","treatment"
"4703","B2","19:43:38",0.087,"scc187","treatment"
"4704","B2","19:58:38",0.087,"scc187","treatment"
"4705","B2","20:13:38",0.087,"scc187","treatment"
"4706","B2","20:28:38",0.087,"scc187","treatment"
"4707","B2","20:43:38",0.087,"scc187","treatment"
"4708","B2","20:58:38",0.087,"scc187","treatment"
"4709","B2","21:13:38",0.087,"scc187","treatment"
"4710","B2","21:28:38",0.087,"scc187","treatment"
"4711","B2","21:43:38",0.087,"scc187","treatment"
"4712","B2","21:58:38",0.087,"scc187","treatment"
"4713","B2","22:13:38",0.087,"scc187","treatment"
"4714","B2","22:28:38",0.087,"scc187","treatment"
"4715","B2","22:43:38",0.087,"scc187","treatment"
"4716","B2","22:58:38",0.087,"scc187","treatment"
"4717","B2","23:13:38",0.087,"scc187","treatment"
"4718","B2","23:28:38",0.087,"scc187","treatment"
"4719","B2","23:43:38",0.087,"scc187","treatment"
"4720","B2","23:58:38",0.087,"scc187","treatment"
"4721","B2","24:13:38",0.087,"scc187","treatment"
"4722","B2","24:28:38",0.087,"scc187","treatment"
"4723","B2","24:43:38",0.087,"scc187","treatment"
"4724","B2","24:58:38",0.087,"scc187","treatment"
"4725","B2","25:13:38",0.087,"scc187","treatment"
"4726","B2","25:28:38",0.087,"scc187","treatment"
"4727","B2","25:43:38",0.087,"scc187","treatment"
"4728","B2","25:58:38",0.087,"scc187","treatment"
"4729","B2","26:13:38",0.087,"scc187","treatment"
"4730","B2","26:28:38",0.087,"scc187","treatment"
"4731","B2","26:43:38",0.087,"scc187","treatment"
"4732","B2","26:58:38",0.087,"scc187","treatment"
"4733","B2","27:13:38",0.087,"scc187","treatment"
"4734","B2","27:28:38",0.087,"scc187","treatment"
"4735","B2","27:43:38",0.087,"scc187","treatment"
"4736","B2","27:58:38",0.087,"scc187","treatment"
"4737","B2","28:13:38",0.087,"scc187","treatment"
"4738","B2","28:28:38",0.087,"scc187","treatment"
"4739","B2","28:43:38",0.087,"scc187","treatment"
"4740","B2","28:58:38",0.087,"scc187","treatment"
"4741","B2","29:13:38",0.087,"scc187","treatment"
"4742","B2","29:28:38",0.087,"scc187","treatment"
"4743","B2","29:43:38",0.087,"scc187","treatment"
"4744","B2","29:58:38",0.087,"scc187","treatment"
"4745","B2","30:13:38",0.087,"scc187","treatment"
"4746","B2","30:28:38",0.087,"scc187","treatment"
"4747","B2","30:43:38",0.087,"scc187","treatment"
"4748","B2","30:58:38",0.087,"scc187","treatment"
"4749","B2","31:13:38",0.087,"scc187","treatment"
"4750","B2","31:28:38",0.087,"scc187","treatment"
"4751","B2","31:43:38",0.087,"scc187","treatment"
"4752","B2","31:58:38",0.087,"scc187","treatment"
"4753","B2","32:13:38",0.087,"scc187","treatment"
"4754","B2","32:28:38",0.087,"scc187","treatment"
"4755","B2","32:43:38",0.087,"scc187","treatment"
"4756","B2","32:58:38",0.087,"scc187","treatment"
"4757","B2","33:13:38",0.087,"scc187","treatment"
"4758","B2","33:28:38",0.087,"scc187","treatment"
"4759","B2","33:43:38",0.087,"scc187","treatment"
"4760","B2","33:58:38",0.087,"scc187","treatment"
"4761","B2","34:13:38",0.087,"scc187","treatment"
"4762","B2","34:28:38",0.087,"scc187","treatment"
"4763","B2","34:43:38",0.087,"scc187","treatment"
"4764","B2","34:58:38",0.087,"scc187","treatment"
"4765","B2","35:13:38",0.088,"scc187","treatment"
"4766","B2","35:28:38",0.087,"scc187","treatment"
"4767","B2","35:43:38",0.087,"scc187","treatment"
"4768","B2","35:58:38",0.087,"scc187","treatment"
"4769","B2","36:13:38",0.087,"scc187","treatment"
"4770","B2","36:28:38",0.087,"scc187","treatment"
"4771","B2","36:43:38",0.087,"scc187","treatment"
"4772","B2","36:58:38",0.087,"scc187","treatment"
"4773","B2","37:13:38",0.087,"scc187","treatment"
"4774","B2","37:28:38",0.087,"scc187","treatment"
"4775","B2","37:43:38",0.087,"scc187","treatment"
"4776","B2","37:58:38",0.087,"scc187","treatment"
"4777","B2","38:13:38",0.087,"scc187","treatment"
"4778","B2","38:28:38",0.087,"scc187","treatment"
"4779","B2","38:43:38",0.087,"scc187","treatment"
"4780","B2","38:58:38",0.087,"scc187","treatment"
"4781","B2","39:13:38",0.087,"scc187","treatment"
"4782","B2","39:28:38",0.087,"scc187","treatment"
"4783","B2","39:43:38",0.087,"scc187","treatment"
"4784","B2","39:58:38",0.087,"scc187","treatment"
"4785","B2","40:13:38",0.087,"scc187","treatment"
"4786","B2","40:28:38",0.087,"scc187","treatment"
"4787","B2","40:43:38",0.087,"scc187","treatment"
"4788","B2","40:58:38",0.087,"scc187","treatment"
"4789","B2","41:13:38",0.087,"scc187","treatment"
"4790","B2","41:28:38",0.087,"scc187","treatment"
"4791","B2","41:43:38",0.087,"scc187","treatment"
"4792","B2","41:58:38",0.087,"scc187","treatment"
"4793","B2","42:13:38",0.087,"scc187","treatment"
"4794","B2","42:28:38",0.087,"scc187","treatment"
"4795","B2","42:43:38",0.088,"scc187","treatment"
"4796","B2","42:58:38",0.087,"scc187","treatment"
"4797","B2","43:13:38",0.088,"scc187","treatment"
"4798","B2","43:28:38",0.087,"scc187","treatment"
"4799","B2","43:43:38",0.087,"scc187","treatment"
"4800","B2","43:58:38",0.088,"scc187","treatment"
"4801","B2","44:13:38",0.087,"scc187","treatment"
"4802","B2","44:28:38",0.087,"scc187","treatment"
"4803","B2","44:43:38",0.087,"scc187","treatment"
"4804","B2","44:58:38",0.087,"scc187","treatment"
