"","well","time","value","microbe","treatment"
"1","A1","0:13:38",0.09,"bb362","treatment"
"2","A1","0:28:38",0.089,"bb362","treatment"
"3","A1","0:43:38",0.089,"bb362","treatment"
"4","A1","0:58:38",0.09,"bb362","treatment"
"5","A1","1:13:38",0.09,"bb362","treatment"
"6","A1","1:28:38",0.089,"bb362","treatment"
"7","A1","1:43:38",0.09,"bb362","treatment"
"8","A1","1:58:38",0.089,"bb362","treatment"
"9","A1","2:13:38",0.09,"bb362","treatment"
"10","A1","2:28:38",0.09,"bb362","treatment"
"11","A1","2:43:38",0.09,"bb362","treatment"
"12","A1","2:58:38",0.09,"bb362","treatment"
"13","A1","3:13:38",0.09,"bb362","treatment"
"14","A1","3:28:38",0.09,"bb362","treatment"
"15","A1","3:43:38",0.09,"bb362","treatment"
"16","A1","3:58:38",0.09,"bb362","treatment"
"17","A1","4:13:38",0.09,"bb362","treatment"
"18","A1","4:28:38",0.09,"bb362","treatment"
"19","A1","4:43:38",0.09,"bb362","treatment"
"20","A1","4:58:38",0.09,"bb362","treatment"
"21","A1","5:13:38",0.09,"bb362","treatment"
"22","A1","5:28:38",0.09,"bb362","treatment"
"23","A1","5:43:38",0.09,"bb362","treatment"
"24","A1","5:58:38",0.09,"bb362","treatment"
"25","A1","6:13:38",0.089,"bb362","treatment"
"26","A1","6:28:38",0.09,"bb362","treatment"
"27","A1","6:43:38",0.09,"bb362","treatment"
"28","A1","6:58:38",0.09,"bb362","treatment"
"29","A1","7:13:38",0.09,"bb362","treatment"
"30","A1","7:28:38",0.09,"bb362","treatment"
"31","A1","7:43:38",0.089,"bb362","treatment"
"32","A1","7:58:38",0.09,"bb362","treatment"
"33","A1","8:13:38",0.09,"bb362","treatment"
"34","A1","8:28:38",0.09,"bb362","treatment"
"35","A1","8:43:38",0.09,"bb362","treatment"
"36","A1","8:58:38",0.09,"bb362","treatment"
"37","A1","9:13:38",0.09,"bb362","treatment"
"38","A1","9:28:38",0.09,"bb362","treatment"
"39","A1","9:43:38",0.09,"bb362","treatment"
"40","A1","9:58:38",0.09,"bb362","treatment"
"41","A1","10:13:38",0.09,"bb362","treatment"
"42","A1","10:28:38",0.09,"bb362","treatment"
"43","A1","10:43:38",0.09,"bb362","treatment"
"44","A1","10:58:38",0.09,"bb362","treatment"
"45","A1","11:13:38",0.09,"bb362","treatment"
"46","A1","11:28:38",0.09,"bb362","treatment"
"47","A1","11:43:38",0.09,"bb362","treatment"
"48","A1","11:58:38",0.09,"bb362","treatment"
"49","A1","12:13:38",0.09,"bb362","treatment"
"50","A1","12:28:38",0.09,"bb362","treatment"
"51","A1","12:43:38",0.09,"bb362","treatment"
"52","A1","12:58:38",0.09,"bb362","treatment"
"53","A1","13:13:38",0.09,"bb362","treatment"
"54","A1","13:28:38",0.09,"bb362","treatment"
"55","A1","13:43:38",0.09,"bb362","treatment"
"56","A1","13:58:38",0.09,"bb362","treatment"
"57","A1","14:13:38",0.09,"bb362","treatment"
"58","A1","14:28:38",0.09,"bb362","treatment"
"59","A1","14:43:38",0.09,"bb362","treatment"
"60","A1","14:58:38",0.09,"bb362","treatment"
"61","A1","15:13:38",0.09,"bb362","treatment"
"62","A1","15:28:38",0.09,"bb362","treatment"
"63","A1","15:43:38",0.09,"bb362","treatment"
"64","A1","15:58:38",0.09,"bb362","treatment"
"65","A1","16:13:38",0.09,"bb362","treatment"
"66","A1","16:28:38",0.09,"bb362","treatment"
"67","A1","16:43:38",0.09,"bb362","treatment"
"68","A1","16:58:38",0.09,"bb362","treatment"
"69","A1","17:13:38",0.09,"bb362","treatment"
"70","A1","17:28:38",0.09,"bb362","treatment"
"71","A1","17:43:38",0.09,"bb362","treatment"
"72","A1","17:58:38",0.09,"bb362","treatment"
"73","A1","18:13:38",0.09,"bb362","treatment"
"74","A1","18:28:38",0.09,"bb362","treatment"
"75","A1","18:43:38",0.09,"bb362","treatment"
"76","A1","18:58:38",0.09,"bb362","treatment"
"77","A1","19:13:38",0.09,"bb362","treatment"
"78","A1","19:28:38",0.09,"bb362","treatment"
"79","A1","19:43:38",0.09,"bb362","treatment"
"80","A1","19:58:38",0.091,"bb362","treatment"
"81","A1","20:13:38",0.09,"bb362","treatment"
"82","A1","20:28:38",0.091,"bb362","treatment"
"83","A1","20:43:38",0.091,"bb362","treatment"
"84","A1","20:58:38",0.091,"bb362","treatment"
"85","A1","21:13:38",0.09,"bb362","treatment"
"86","A1","21:28:38",0.091,"bb362","treatment"
"87","A1","21:43:38",0.09,"bb362","treatment"
"88","A1","21:58:38",0.09,"bb362","treatment"
"89","A1","22:13:38",0.091,"bb362","treatment"
"90","A1","22:28:38",0.091,"bb362","treatment"
"91","A1","22:43:38",0.091,"bb362","treatment"
"92","A1","22:58:38",0.091,"bb362","treatment"
"93","A1","23:13:38",0.091,"bb362","treatment"
"94","A1","23:28:38",0.091,"bb362","treatment"
"95","A1","23:43:38",0.091,"bb362","treatment"
"96","A1","23:58:38",0.091,"bb362","treatment"
"97","A1","24:13:38",0.091,"bb362","treatment"
"98","A1","24:28:38",0.091,"bb362","treatment"
"99","A1","24:43:38",0.091,"bb362","treatment"
"100","A1","24:58:38",0.091,"bb362","treatment"
"101","A1","25:13:38",0.091,"bb362","treatment"
"102","A1","25:28:38",0.091,"bb362","treatment"
"103","A1","25:43:38",0.09,"bb362","treatment"
"104","A1","25:58:38",0.09,"bb362","treatment"
"105","A1","26:13:38",0.09,"bb362","treatment"
"106","A1","26:28:38",0.09,"bb362","treatment"
"107","A1","26:43:38",0.09,"bb362","treatment"
"108","A1","26:58:38",0.09,"bb362","treatment"
"109","A1","27:13:38",0.09,"bb362","treatment"
"110","A1","27:28:38",0.091,"bb362","treatment"
"111","A1","27:43:38",0.091,"bb362","treatment"
"112","A1","27:58:38",0.091,"bb362","treatment"
"113","A1","28:13:38",0.091,"bb362","treatment"
"114","A1","28:28:38",0.091,"bb362","treatment"
"115","A1","28:43:38",0.091,"bb362","treatment"
"116","A1","28:58:38",0.091,"bb362","treatment"
"117","A1","29:13:38",0.091,"bb362","treatment"
"118","A1","29:28:38",0.09,"bb362","treatment"
"119","A1","29:43:38",0.09,"bb362","treatment"
"120","A1","29:58:38",0.09,"bb362","treatment"
"121","A1","30:13:38",0.09,"bb362","treatment"
"122","A1","30:28:38",0.09,"bb362","treatment"
"123","A1","30:43:38",0.09,"bb362","treatment"
"124","A1","30:58:38",0.09,"bb362","treatment"
"125","A1","31:13:38",0.09,"bb362","treatment"
"126","A1","31:28:38",0.09,"bb362","treatment"
"127","A1","31:43:38",0.09,"bb362","treatment"
"128","A1","31:58:38",0.09,"bb362","treatment"
"129","A1","32:13:38",0.091,"bb362","treatment"
"130","A1","32:28:38",0.091,"bb362","treatment"
"131","A1","32:43:38",0.091,"bb362","treatment"
"132","A1","32:58:38",0.092,"bb362","treatment"
"133","A1","33:13:38",0.091,"bb362","treatment"
"134","A1","33:28:38",0.092,"bb362","treatment"
"135","A1","33:43:38",0.092,"bb362","treatment"
"136","A1","33:58:38",0.091,"bb362","treatment"
"137","A1","34:13:38",0.091,"bb362","treatment"
"138","A1","34:28:38",0.091,"bb362","treatment"
"139","A1","34:43:38",0.092,"bb362","treatment"
"140","A1","34:58:38",0.092,"bb362","treatment"
"141","A1","35:13:38",0.092,"bb362","treatment"
"142","A1","35:28:38",0.091,"bb362","treatment"
"143","A1","35:43:38",0.092,"bb362","treatment"
"144","A1","35:58:38",0.092,"bb362","treatment"
"145","A1","36:13:38",0.092,"bb362","treatment"
"146","A1","36:28:38",0.092,"bb362","treatment"
"147","A1","36:43:38",0.092,"bb362","treatment"
"148","A1","36:58:38",0.091,"bb362","treatment"
"149","A1","37:13:38",0.092,"bb362","treatment"
"150","A1","37:28:38",0.092,"bb362","treatment"
"151","A1","37:43:38",0.092,"bb362","treatment"
"152","A1","37:58:38",0.091,"bb362","treatment"
"153","A1","38:13:38",0.092,"bb362","treatment"
"154","A1","38:28:38",0.092,"bb362","treatment"
"155","A1","38:43:38",0.091,"bb362","treatment"
"156","A1","38:58:38",0.092,"bb362","treatment"
"157","A1","39:13:38",0.092,"bb362","treatment"
"158","A1","39:28:38",0.092,"bb362","treatment"
"159","A1","39:43:38",0.091,"bb362","treatment"
"160","A1","39:58:38",0.092,"bb362","treatment"
"161","A1","40:13:38",0.092,"bb362","treatment"
"162","A1","40:28:38",0.092,"bb362","treatment"
"163","A1","40:43:38",0.092,"bb362","treatment"
"164","A1","40:58:38",0.092,"bb362","treatment"
"165","A1","41:13:38",0.091,"bb362","treatment"
"166","A1","41:28:38",0.092,"bb362","treatment"
"167","A1","41:43:38",0.092,"bb362","treatment"
"168","A1","41:58:38",0.092,"bb362","treatment"
"169","A1","42:13:38",0.092,"bb362","treatment"
"170","A1","42:28:38",0.092,"bb362","treatment"
"171","A1","42:43:38",0.092,"bb362","treatment"
"172","A1","42:58:38",0.092,"bb362","treatment"
"173","A1","43:13:38",0.092,"bb362","treatment"
"174","A1","43:28:38",0.091,"bb362","treatment"
"175","A1","43:43:38",0.092,"bb362","treatment"
"176","A1","43:58:38",0.092,"bb362","treatment"
"177","A1","44:13:38",0.092,"bb362","treatment"
"178","A1","44:28:38",0.092,"bb362","treatment"
"179","A1","44:43:38",0.092,"bb362","treatment"
"180","A1","44:58:38",0.092,"bb362","treatment"
"181","A1","45:13:38",0.092,"bb362","treatment"
"182","A1","45:28:38",0.092,"bb362","treatment"
"183","A1","45:43:38",0.092,"bb362","treatment"
"184","A1","45:58:38",0.092,"bb362","treatment"
"185","A1","46:13:38",0.092,"bb362","treatment"
"186","A1","46:28:38",0.092,"bb362","treatment"
"187","A1","46:43:38",0.092,"bb362","treatment"
"188","A1","46:58:38",0.092,"bb362","treatment"
"189","A1","47:13:38",0.092,"bb362","treatment"
"190","A1","47:28:38",0.092,"bb362","treatment"
"191","A1","47:43:38",0.092,"bb362","treatment"
"192","A1","47:58:38",0.092,"bb362","treatment"
"193","A1","48:13:38",0.092,"bb362","treatment"
"194","A1","48:28:38",0.092,"bb362","treatment"
"195","A1","48:43:38",0.092,"bb362","treatment"
"196","A1","48:58:38",0.092,"bb362","treatment"
"197","A1","49:13:38",0.092,"bb362","treatment"
"198","A1","49:28:38",0.092,"bb362","treatment"
"199","A1","49:43:38",0.092,"bb362","treatment"
"200","A1","49:58:38",0.092,"bb362","treatment"
"201","A1","50:13:38",0.092,"bb362","treatment"
"202","A1","50:28:38",0.092,"bb362","treatment"
"203","A1","50:43:38",0.092,"bb362","treatment"
"204","A1","50:58:38",0.092,"bb362","treatment"
"205","A1","51:13:38",0.092,"bb362","treatment"
"206","A1","51:28:38",0.092,"bb362","treatment"
"207","A1","51:43:38",0.092,"bb362","treatment"
"208","A1","51:58:38",0.092,"bb362","treatment"
"209","A1","52:13:38",0.092,"bb362","treatment"
"210","A1","52:28:38",0.092,"bb362","treatment"
"211","A1","52:43:38",0.092,"bb362","treatment"
"212","A1","52:58:38",0.092,"bb362","treatment"
"213","A1","53:13:38",0.092,"bb362","treatment"
"214","A1","53:28:38",0.092,"bb362","treatment"
"215","A1","53:43:38",0.092,"bb362","treatment"
"216","A1","53:58:38",0.092,"bb362","treatment"
"217","A1","54:13:38",0.092,"bb362","treatment"
"218","A1","54:28:38",0.092,"bb362","treatment"
"219","A1","54:43:38",0.092,"bb362","treatment"
"220","A1","54:58:38",0.092,"bb362","treatment"
"221","A1","55:13:38",0.092,"bb362","treatment"
"222","A1","55:28:38",0.092,"bb362","treatment"
"223","A1","55:43:38",0.092,"bb362","treatment"
"224","A1","55:58:38",0.092,"bb362","treatment"
"225","A1","56:13:38",0.093,"bb362","treatment"
"226","A1","56:28:38",0.092,"bb362","treatment"
"227","A1","56:43:38",0.092,"bb362","treatment"
"228","A1","56:58:38",0.092,"bb362","treatment"
"229","A1","57:13:38",0.092,"bb362","treatment"
"230","A1","57:28:38",0.092,"bb362","treatment"
"231","A1","57:43:38",0.092,"bb362","treatment"
"232","A1","57:58:38",0.092,"bb362","treatment"
"233","A1","58:13:38",0.092,"bb362","treatment"
"234","A1","58:28:38",0.092,"bb362","treatment"
"235","A1","58:43:38",0.092,"bb362","treatment"
"236","A1","58:58:38",0.092,"bb362","treatment"
"237","A1","59:13:38",0.092,"bb362","treatment"
"238","A1","59:28:38",0.092,"bb362","treatment"
"239","A1","59:43:38",0.092,"bb362","treatment"
"240","A1","59:58:38",0.092,"bb362","treatment"
"241","A1","60:13:38",0.092,"bb362","treatment"
"242","A1","60:28:38",0.092,"bb362","treatment"
"243","A1","60:43:38",0.092,"bb362","treatment"
"244","A1","60:58:38",0.092,"bb362","treatment"
"245","A1","61:13:38",0.093,"bb362","treatment"
"246","A1","61:28:38",0.092,"bb362","treatment"
"247","A1","61:43:38",0.092,"bb362","treatment"
"248","A1","61:58:38",0.093,"bb362","treatment"
"249","A1","62:13:38",0.092,"bb362","treatment"
"250","A1","62:28:38",0.092,"bb362","treatment"
"251","A1","62:43:38",0.093,"bb362","treatment"
"252","A1","62:58:38",0.092,"bb362","treatment"
"253","A1","63:13:38",0.093,"bb362","treatment"
"254","A1","63:28:38",0.093,"bb362","treatment"
"255","A1","63:43:38",0.093,"bb362","treatment"
"256","A1","63:58:38",0.092,"bb362","treatment"
"257","A1","64:13:38",0.092,"bb362","treatment"
"258","A1","64:28:38",0.092,"bb362","treatment"
"259","A1","64:43:38",0.093,"bb362","treatment"
"260","A1","64:58:38",0.092,"bb362","treatment"
"261","A1","65:13:38",0.092,"bb362","treatment"
"262","A1","65:28:38",0.092,"bb362","treatment"
"263","A1","65:43:38",0.093,"bb362","treatment"
"264","A1","65:58:38",0.092,"bb362","treatment"
"265","A1","66:13:38",0.093,"bb362","treatment"
"266","A1","66:28:38",0.093,"bb362","treatment"
"267","A1","66:43:38",0.092,"bb362","treatment"
"268","A1","66:58:38",0.092,"bb362","treatment"
"269","A1","67:13:38",0.092,"bb362","treatment"
"270","A1","67:28:38",0.092,"bb362","treatment"
"271","A1","67:43:38",0.092,"bb362","treatment"
"272","A1","67:58:38",0.092,"bb362","treatment"
"273","A1","68:13:38",0.093,"bb362","treatment"
"274","A1","68:28:38",0.093,"bb362","treatment"
"275","A1","68:43:38",0.093,"bb362","treatment"
"276","A1","68:58:38",0.092,"bb362","treatment"
"277","A1","69:13:38",0.092,"bb362","treatment"
"278","A1","69:28:38",0.092,"bb362","treatment"
"279","A1","69:43:38",0.092,"bb362","treatment"
"280","A1","69:58:38",0.092,"bb362","treatment"
"281","A1","70:13:38",0.092,"bb362","treatment"
"282","A1","70:28:38",0.092,"bb362","treatment"
"283","A1","70:43:38",0.092,"bb362","treatment"
"284","A1","70:58:38",0.092,"bb362","treatment"
"285","A1","71:13:38",0.093,"bb362","treatment"
"286","A1","71:28:38",0.093,"bb362","treatment"
"287","A1","71:43:38",0.093,"bb362","treatment"
"288","A1","71:58:38",0.092,"bb362","treatment"
"289","A1","72:13:38",0.092,"bb362","treatment"
"290","A10","0:13:38",0.087,"02-343","treatment"
"291","A10","0:28:38",0.087,"02-343","treatment"
"292","A10","0:43:38",0.087,"02-343","treatment"
"293","A10","0:58:38",0.088,"02-343","treatment"
"294","A10","1:13:38",0.088,"02-343","treatment"
"295","A10","1:28:38",0.088,"02-343","treatment"
"296","A10","1:43:38",0.088,"02-343","treatment"
"297","A10","1:58:38",0.088,"02-343","treatment"
"298","A10","2:13:38",0.088,"02-343","treatment"
"299","A10","2:28:38",0.088,"02-343","treatment"
"300","A10","2:43:38",0.088,"02-343","treatment"
"301","A10","2:58:38",0.088,"02-343","treatment"
"302","A10","3:13:38",0.088,"02-343","treatment"
"303","A10","3:28:38",0.088,"02-343","treatment"
"304","A10","3:43:38",0.088,"02-343","treatment"
"305","A10","3:58:38",0.088,"02-343","treatment"
"306","A10","4:13:38",0.088,"02-343","treatment"
"307","A10","4:28:38",0.089,"02-343","treatment"
"308","A10","4:43:38",0.089,"02-343","treatment"
"309","A10","4:58:38",0.089,"02-343","treatment"
"310","A10","5:13:38",0.089,"02-343","treatment"
"311","A10","5:28:38",0.089,"02-343","treatment"
"312","A10","5:43:38",0.089,"02-343","treatment"
"313","A10","5:58:38",0.089,"02-343","treatment"
"314","A10","6:13:38",0.089,"02-343","treatment"
"315","A10","6:28:38",0.089,"02-343","treatment"
"316","A10","6:43:38",0.089,"02-343","treatment"
"317","A10","6:58:38",0.089,"02-343","treatment"
"318","A10","7:13:38",0.089,"02-343","treatment"
"319","A10","7:28:38",0.09,"02-343","treatment"
"320","A10","7:43:38",0.09,"02-343","treatment"
"321","A10","7:58:38",0.09,"02-343","treatment"
"322","A10","8:13:38",0.09,"02-343","treatment"
"323","A10","8:28:38",0.09,"02-343","treatment"
"324","A10","8:43:38",0.09,"02-343","treatment"
"325","A10","8:58:38",0.09,"02-343","treatment"
"326","A10","9:13:38",0.09,"02-343","treatment"
"327","A10","9:28:38",0.09,"02-343","treatment"
"328","A10","9:43:38",0.09,"02-343","treatment"
"329","A10","9:58:38",0.091,"02-343","treatment"
"330","A10","10:13:38",0.091,"02-343","treatment"
"331","A10","10:28:38",0.091,"02-343","treatment"
"332","A10","10:43:38",0.091,"02-343","treatment"
"333","A10","10:58:38",0.091,"02-343","treatment"
"334","A10","11:13:38",0.091,"02-343","treatment"
"335","A10","11:28:38",0.091,"02-343","treatment"
"336","A10","11:43:38",0.091,"02-343","treatment"
"337","A10","11:58:38",0.091,"02-343","treatment"
"338","A10","12:13:38",0.092,"02-343","treatment"
"339","A10","12:28:38",0.092,"02-343","treatment"
"340","A10","12:43:38",0.092,"02-343","treatment"
"341","A10","12:58:38",0.092,"02-343","treatment"
"342","A10","13:13:38",0.092,"02-343","treatment"
"343","A10","13:28:38",0.092,"02-343","treatment"
"344","A10","13:43:38",0.092,"02-343","treatment"
"345","A10","13:58:38",0.092,"02-343","treatment"
"346","A10","14:13:38",0.092,"02-343","treatment"
"347","A10","14:28:38",0.093,"02-343","treatment"
"348","A10","14:43:38",0.093,"02-343","treatment"
"349","A10","14:58:38",0.093,"02-343","treatment"
"350","A10","15:13:38",0.093,"02-343","treatment"
"351","A10","15:28:38",0.093,"02-343","treatment"
"352","A10","15:43:38",0.093,"02-343","treatment"
"353","A10","15:58:38",0.093,"02-343","treatment"
"354","A10","16:13:38",0.094,"02-343","treatment"
"355","A10","16:28:38",0.094,"02-343","treatment"
"356","A10","16:43:38",0.094,"02-343","treatment"
"357","A10","16:58:38",0.094,"02-343","treatment"
"358","A10","17:13:38",0.094,"02-343","treatment"
"359","A10","17:28:38",0.094,"02-343","treatment"
"360","A10","17:43:38",0.094,"02-343","treatment"
"361","A10","17:58:38",0.094,"02-343","treatment"
"362","A10","18:13:38",0.094,"02-343","treatment"
"363","A10","18:28:38",0.094,"02-343","treatment"
"364","A10","18:43:38",0.094,"02-343","treatment"
"365","A10","18:58:38",0.094,"02-343","treatment"
"366","A10","19:13:38",0.094,"02-343","treatment"
"367","A10","19:28:38",0.094,"02-343","treatment"
"368","A10","19:43:38",0.095,"02-343","treatment"
"369","A10","19:58:38",0.095,"02-343","treatment"
"370","A10","20:13:38",0.095,"02-343","treatment"
"371","A10","20:28:38",0.095,"02-343","treatment"
"372","A10","20:43:38",0.095,"02-343","treatment"
"373","A10","20:58:38",0.095,"02-343","treatment"
"374","A10","21:13:38",0.095,"02-343","treatment"
"375","A10","21:28:38",0.095,"02-343","treatment"
"376","A10","21:43:38",0.095,"02-343","treatment"
"377","A10","21:58:38",0.095,"02-343","treatment"
"378","A10","22:13:38",0.095,"02-343","treatment"
"379","A10","22:28:38",0.095,"02-343","treatment"
"380","A10","22:43:38",0.095,"02-343","treatment"
"381","A10","22:58:38",0.095,"02-343","treatment"
"382","A10","23:13:38",0.095,"02-343","treatment"
"383","A10","23:28:38",0.095,"02-343","treatment"
"384","A10","23:43:38",0.095,"02-343","treatment"
"385","A10","23:58:38",0.095,"02-343","treatment"
"386","A10","24:13:38",0.095,"02-343","treatment"
"387","A10","24:28:38",0.095,"02-343","treatment"
"388","A10","24:43:38",0.095,"02-343","treatment"
"389","A10","24:58:38",0.095,"02-343","treatment"
"390","A10","25:13:38",0.095,"02-343","treatment"
"391","A10","25:28:38",0.095,"02-343","treatment"
"392","A10","25:43:38",0.095,"02-343","treatment"
"393","A10","25:58:38",0.095,"02-343","treatment"
"394","A10","26:13:38",0.096,"02-343","treatment"
"395","A10","26:28:38",0.095,"02-343","treatment"
"396","A10","26:43:38",0.095,"02-343","treatment"
"397","A10","26:58:38",0.096,"02-343","treatment"
"398","A10","27:13:38",0.095,"02-343","treatment"
"399","A10","27:28:38",0.096,"02-343","treatment"
"400","A10","27:43:38",0.096,"02-343","treatment"
"401","A10","27:58:38",0.095,"02-343","treatment"
"402","A10","28:13:38",0.096,"02-343","treatment"
"403","A10","28:28:38",0.095,"02-343","treatment"
"404","A10","28:43:38",0.095,"02-343","treatment"
"405","A10","28:58:38",0.096,"02-343","treatment"
"406","A10","29:13:38",0.096,"02-343","treatment"
"407","A10","29:28:38",0.095,"02-343","treatment"
"408","A10","29:43:38",0.096,"02-343","treatment"
"409","A10","29:58:38",0.095,"02-343","treatment"
"410","A10","30:13:38",0.096,"02-343","treatment"
"411","A10","30:28:38",0.096,"02-343","treatment"
"412","A10","30:43:38",0.096,"02-343","treatment"
"413","A10","30:58:38",0.096,"02-343","treatment"
"414","A10","31:13:38",0.096,"02-343","treatment"
"415","A10","31:28:38",0.095,"02-343","treatment"
"416","A10","31:43:38",0.096,"02-343","treatment"
"417","A10","31:58:38",0.096,"02-343","treatment"
"418","A10","32:13:38",0.096,"02-343","treatment"
"419","A10","32:28:38",0.096,"02-343","treatment"
"420","A10","32:43:38",0.096,"02-343","treatment"
"421","A10","32:58:38",0.096,"02-343","treatment"
"422","A10","33:13:38",0.096,"02-343","treatment"
"423","A10","33:28:38",0.096,"02-343","treatment"
"424","A10","33:43:38",0.096,"02-343","treatment"
"425","A10","33:58:38",0.096,"02-343","treatment"
"426","A10","34:13:38",0.096,"02-343","treatment"
"427","A10","34:28:38",0.096,"02-343","treatment"
"428","A10","34:43:38",0.096,"02-343","treatment"
"429","A10","34:58:38",0.096,"02-343","treatment"
"430","A10","35:13:38",0.096,"02-343","treatment"
"431","A10","35:28:38",0.096,"02-343","treatment"
"432","A10","35:43:38",0.096,"02-343","treatment"
"433","A10","35:58:38",0.096,"02-343","treatment"
"434","A10","36:13:38",0.096,"02-343","treatment"
"435","A10","36:28:38",0.096,"02-343","treatment"
"436","A10","36:43:38",0.096,"02-343","treatment"
"437","A10","36:58:38",0.096,"02-343","treatment"
"438","A10","37:13:38",0.096,"02-343","treatment"
"439","A10","37:28:38",0.096,"02-343","treatment"
"440","A10","37:43:38",0.096,"02-343","treatment"
"441","A10","37:58:38",0.096,"02-343","treatment"
"442","A10","38:13:38",0.096,"02-343","treatment"
"443","A10","38:28:38",0.096,"02-343","treatment"
"444","A10","38:43:38",0.096,"02-343","treatment"
"445","A10","38:58:38",0.096,"02-343","treatment"
"446","A10","39:13:38",0.096,"02-343","treatment"
"447","A10","39:28:38",0.096,"02-343","treatment"
"448","A10","39:43:38",0.096,"02-343","treatment"
"449","A10","39:58:38",0.096,"02-343","treatment"
"450","A10","40:13:38",0.096,"02-343","treatment"
"451","A10","40:28:38",0.096,"02-343","treatment"
"452","A10","40:43:38",0.096,"02-343","treatment"
"453","A10","40:58:38",0.096,"02-343","treatment"
"454","A10","41:13:38",0.096,"02-343","treatment"
"455","A10","41:28:38",0.096,"02-343","treatment"
"456","A10","41:43:38",0.096,"02-343","treatment"
"457","A10","41:58:38",0.096,"02-343","treatment"
"458","A10","42:13:38",0.096,"02-343","treatment"
"459","A10","42:28:38",0.096,"02-343","treatment"
"460","A10","42:43:38",0.096,"02-343","treatment"
"461","A10","42:58:38",0.096,"02-343","treatment"
"462","A10","43:13:38",0.096,"02-343","treatment"
"463","A10","43:28:38",0.096,"02-343","treatment"
"464","A10","43:43:38",0.096,"02-343","treatment"
"465","A10","43:58:38",0.096,"02-343","treatment"
"466","A10","44:13:38",0.096,"02-343","treatment"
"467","A10","44:28:38",0.096,"02-343","treatment"
"468","A10","44:43:38",0.096,"02-343","treatment"
"469","A10","44:58:38",0.096,"02-343","treatment"
"470","A10","45:13:38",0.096,"02-343","treatment"
"471","A10","45:28:38",0.096,"02-343","treatment"
"472","A10","45:43:38",0.096,"02-343","treatment"
"473","A10","45:58:38",0.096,"02-343","treatment"
"474","A10","46:13:38",0.096,"02-343","treatment"
"475","A10","46:28:38",0.096,"02-343","treatment"
"476","A10","46:43:38",0.096,"02-343","treatment"
"477","A10","46:58:38",0.096,"02-343","treatment"
"478","A10","47:13:38",0.096,"02-343","treatment"
"479","A10","47:28:38",0.096,"02-343","treatment"
"480","A10","47:43:38",0.096,"02-343","treatment"
"481","A10","47:58:38",0.096,"02-343","treatment"
"482","A10","48:13:38",0.096,"02-343","treatment"
"483","A10","48:28:38",0.096,"02-343","treatment"
"484","A10","48:43:38",0.096,"02-343","treatment"
"485","A10","48:58:38",0.096,"02-343","treatment"
"486","A10","49:13:38",0.096,"02-343","treatment"
"487","A10","49:28:38",0.096,"02-343","treatment"
"488","A10","49:43:38",0.096,"02-343","treatment"
"489","A10","49:58:38",0.096,"02-343","treatment"
"490","A10","50:13:38",0.096,"02-343","treatment"
"491","A10","50:28:38",0.096,"02-343","treatment"
"492","A10","50:43:38",0.096,"02-343","treatment"
"493","A10","50:58:38",0.096,"02-343","treatment"
"494","A10","51:13:38",0.096,"02-343","treatment"
"495","A10","51:28:38",0.096,"02-343","treatment"
"496","A10","51:43:38",0.096,"02-343","treatment"
"497","A10","51:58:38",0.096,"02-343","treatment"
"498","A10","52:13:38",0.096,"02-343","treatment"
"499","A10","52:28:38",0.095,"02-343","treatment"
"500","A10","52:43:38",0.096,"02-343","treatment"
"501","A10","52:58:38",0.097,"02-343","treatment"
"502","A10","53:13:38",0.096,"02-343","treatment"
"503","A10","53:28:38",0.096,"02-343","treatment"
"504","A10","53:43:38",0.096,"02-343","treatment"
"505","A10","53:58:38",0.096,"02-343","treatment"
"506","A10","54:13:38",0.096,"02-343","treatment"
"507","A10","54:28:38",0.096,"02-343","treatment"
"508","A10","54:43:38",0.096,"02-343","treatment"
"509","A10","54:58:38",0.096,"02-343","treatment"
"510","A10","55:13:38",0.096,"02-343","treatment"
"511","A10","55:28:38",0.096,"02-343","treatment"
"512","A10","55:43:38",0.096,"02-343","treatment"
"513","A10","55:58:38",0.096,"02-343","treatment"
"514","A10","56:13:38",0.096,"02-343","treatment"
"515","A10","56:28:38",0.096,"02-343","treatment"
"516","A10","56:43:38",0.096,"02-343","treatment"
"517","A10","56:58:38",0.096,"02-343","treatment"
"518","A10","57:13:38",0.096,"02-343","treatment"
"519","A10","57:28:38",0.096,"02-343","treatment"
"520","A10","57:43:38",0.096,"02-343","treatment"
"521","A10","57:58:38",0.096,"02-343","treatment"
"522","A10","58:13:38",0.096,"02-343","treatment"
"523","A10","58:28:38",0.096,"02-343","treatment"
"524","A10","58:43:38",0.096,"02-343","treatment"
"525","A10","58:58:38",0.096,"02-343","treatment"
"526","A10","59:13:38",0.096,"02-343","treatment"
"527","A10","59:28:38",0.096,"02-343","treatment"
"528","A10","59:43:38",0.096,"02-343","treatment"
"529","A10","59:58:38",0.096,"02-343","treatment"
"530","A10","60:13:38",0.096,"02-343","treatment"
"531","A10","60:28:38",0.096,"02-343","treatment"
"532","A10","60:43:38",0.096,"02-343","treatment"
"533","A10","60:58:38",0.095,"02-343","treatment"
"534","A10","61:13:38",0.096,"02-343","treatment"
"535","A10","61:28:38",0.095,"02-343","treatment"
"536","A10","61:43:38",0.096,"02-343","treatment"
"537","A10","61:58:38",0.096,"02-343","treatment"
